County Cod,State Code,Census Tra,Geoid,Holc Grade,Holc Id,Id,Map Id,Msamd,Municipali,Name,Polygon Id,St Name,State,Year,Geometry,Holc Area,Holc Prop,Sheets,Tract Prop
1,6,422600,6001422600,C,C6,17,17,36084,,,6673,Oakland,CA,2019,MultiPolygon,0.248860724,0.003316325,1,0.001244179
1,6,400500,6001400500,C,C7,17,17,36084,,,6676,Oakland,CA,2019,Polygon,0.508972394,0.003771061,1,0.008452788
1,6,401000,6001401000,C,C8,17,17,36084,,,6678,Oakland,CA,2019,Polygon,0.095343002,0.071008361,1,0.015193024
1,6,425103,6001425103,D,D6,17,17,36084,,,6674,Oakland,CA,2019,Polygon,0.613439857,0.535019525,1,0.963824377
1,6,425102,6001425102,D,D6,17,17,36084,,,6674,Oakland,CA,2019,MultiPolygon,0.613439857,0.086812928,1,0.189569958
1,6,425104,6001425104,D,D6,17,17,36084,,,6674,Oakland,CA,2019,Polygon,0.613439857,0.370014981,1,0.546393965
1,6,400900,6001400900,D,D6,17,17,36084,,,6674,Oakland,CA,2019,Polygon,0.613439857,0.004130364,1,0.015434977
1,6,401700,6001401700,D,D6,17,17,36084,,,6674,Oakland,CA,2019,Polygon,0.613439857,0.002705019,1,0.000360117
1,6,423500,6001423500,D,D4,17,17,36084,,,6675,Oakland,CA,2019,MultiPolygon,0.873331116,0.037357828,1,0.133021247
1,6,424001,6001424001,D,D4,17,17,36084,,,6675,Oakland,CA,2019,Polygon,0.873331116,0.195648184,1,0.866359471
1,6,423602,6001423602,C,C7,17,17,36084,,,6676,Oakland,CA,2019,MultiPolygon,0.508972394,0.163453049,1,0.534431289
1,6,423300,6001423300,D,D4,17,17,36084,,,6675,Oakland,CA,2019,Polygon,0.873331116,0.272973574,1,0.849865992
1,6,400700,6001400700,D,D4,17,17,36084,,,6675,Oakland,CA,2019,MultiPolygon,0.873331116,0.006325221,1,0.016248761
1,6,403502,6001403502,C,C15,17,17,36084,,,6712,Oakland,CA,2019,Polygon,0.274434295,0.021029539,1,0.081943142
1,6,424002,6001424002,D,D4,17,17,36084,,,6675,Oakland,CA,2019,Polygon,0.873331116,0.139828165,1,0.959710339
1,6,422900,6001422900,D,D4,17,17,36084,,,6675,Oakland,CA,2019,Polygon,0.873331116,0.013769641,1,0.057223618
1,6,423400,6001423400,D,D4,17,17,36084,,,6675,Oakland,CA,2019,Polygon,0.873331116,0.312529751,1,0.935798291
1,6,422800,6001422800,D,D4,17,17,36084,,,6675,Oakland,CA,2019,Polygon,0.873331116,0.004493601,1,0.024877465
1,6,423500,6001423500,C,C7,17,17,36084,,,6676,Oakland,CA,2019,MultiPolygon,0.508972394,0.279145849,1,0.579276444
1,6,423601,6001423601,C,C7,17,17,36084,,,6676,Oakland,CA,2019,MultiPolygon,0.508972394,0.227985588,1,0.572670071
1,6,423901,6001423901,C,C7,17,17,36084,,,6676,Oakland,CA,2019,Polygon,0.508972394,0.219210297,1,0.731516317
1,6,423400,6001423400,C,C7,17,17,36084,,,6676,Oakland,CA,2019,Polygon,0.508972394,0.020541702,1,0.035846156
1,6,410500,6001410500,D,D9,17,17,36084,,,6677,Oakland,CA,2019,Polygon,0.517818404,0.190254544,1,0.352403226
1,6,402500,6001402500,D,D9,17,17,36084,,,6677,Oakland,CA,2019,Polygon,0.517818404,0.216506077,1,0.794535674
1,6,402700,6001402700,D,D9,17,17,36084,,,6677,Oakland,CA,2019,Polygon,0.517818404,0.209220978,1,0.70365002
1,6,402400,6001402400,D,D9,17,17,36084,,,6677,Oakland,CA,2019,Polygon,0.517818404,0.217649733,1,0.865977388
1,6,425104,6001425104,C,C8,17,17,36084,,,6678,Oakland,CA,2019,Polygon,0.095343002,0.843711617,1,0.193641057
1,6,400900,6001400900,C,C8,17,17,36084,,,6678,Oakland,CA,2019,Polygon,0.095343002,0.079886621,1,0.046398988
1,6,400800,6001400800,D,D7,17,17,36084,,,6679,Oakland,CA,2019,MultiPolygon,1.001768438,0.219071446,1,0.817568883
1,6,400700,6001400700,D,D7,17,17,36084,,,6679,Oakland,CA,2019,MultiPolygon,1.001768438,0.177088038,1,0.521821754
1,6,401000,6001401000,D,D7,17,17,36084,,,6679,Oakland,CA,2019,Polygon,1.001768438,0.319932772,1,0.719236937
1,6,400900,6001400900,D,D7,17,17,36084,,,6679,Oakland,CA,2019,MultiPolygon,1.001768438,0.127430261,1,0.777652462
1,6,401800,6001401800,D,D8,17,17,36084,,,6680,Oakland,CA,2019,Polygon,1.677309005,0.068757108,1,1
1,6,402600,6001402600,D,D8,17,17,36084,,,6680,Oakland,CA,2019,Polygon,1.677309005,0.000437907,1,0.005968626
1,6,403501,6001403501,B,B17,17,17,36084,,,6698,Oakland,CA,2019,Polygon,0.225012084,0.182794006,1,0.159787064
1,6,402200,6001402200,D,D8,17,17,36084,,,6680,Oakland,CA,2019,Polygon,1.677309005,0.148180444,1,0.903152155
1,6,410500,6001410500,D,D8,17,17,36084,,,6680,Oakland,CA,2019,MultiPolygon,1.677309005,0.089434752,1,0.536595149
1,6,402700,6001402700,D,D8,17,17,36084,,,6680,Oakland,CA,2019,Polygon,1.677309005,0.014576892,1,0.158800553
1,6,401600,6001401600,D,D8,17,17,36084,,,6680,Oakland,CA,2019,Polygon,1.677309005,0.137716023,1,0.940569274
1,6,406300,6001406300,B,B25,17,17,36084,,,6716,Oakland,CA,2019,Polygon,0.046040154,0.332069619,1,0.08151872
1,6,403502,6001403502,B,B18,17,17,36084,,,6704,Oakland,CA,2019,Polygon,0.167192079,0.057136827,1,0.13563641
1,6,401500,6001401500,D,D8,17,17,36084,,,6680,Oakland,CA,2019,Polygon,1.677309005,0.091738945,1,0.853304506
1,6,401700,6001401700,D,D8,17,17,36084,,,6680,Oakland,CA,2019,Polygon,1.677309005,0.329248067,1,0.119849893
1,6,423800,6001423800,B,B8,17,17,36084,,,6681,Oakland,CA,2019,Polygon,0.464798786,0.376159964,1,0.43459175
1,6,423902,6001423902,B,B8,17,17,36084,,,6681,Oakland,CA,2019,Polygon,0.464798786,0.131874666,1,0.496432122
1,6,403702,6001403702,B,B18,17,17,36084,,,6704,Oakland,CA,2019,MultiPolygon,0.167192079,0.009179688,1,0.019794742
1,6,423800,6001423800,A,A4,17,17,36084,,,6682,Oakland,CA,2019,Polygon,1.11190638,0.201049234,1,0.555666951
1,6,404300,6001404300,A,A4,17,17,36084,,,6682,Oakland,CA,2019,Polygon,1.11190638,0.004372716,1,0.006784684
1,6,423700,6001423700,A,A4,17,17,36084,,,6682,Oakland,CA,2019,Polygon,1.11190638,0.051760607,1,0.200338406
1,6,400200,6001400200,A,A4,17,17,36084,,,6682,Oakland,CA,2019,Polygon,1.11190638,0.005713159,1,0.027647174
1,6,400100,6001400100,A,A4,17,17,36084,,,6682,Oakland,CA,2019,Polygon,1.11190638,0.689373142,1,0.288464264
1,6,404400,6001404400,A,A4,17,17,36084,,,6682,Oakland,CA,2019,Polygon,1.11190638,0.04773114,1,0.033325658
1,6,404400,6001404400,C,C16,17,17,36084,,,6683,Oakland,CA,2019,MultiPolygon,0.664114926,0.774192081,1,0.322849907
1,6,404300,6001404300,B,B12,17,17,36084,,,6685,Oakland,CA,2019,MultiPolygon,0.573773212,0.175141502,1,0.140229527
1,6,427700,6001427700,C,C35,17,17,36084,,,6688,Oakland,CA,2019,Polygon,0.251997496,0.405326071,1,0.154765059
1,6,404200,6001404200,B,B12,17,17,36084,,,6685,Oakland,CA,2019,Polygon,0.573773212,0.782254863,1,0.425989865
1,6,404502,6001404502,B,B13,17,17,36084,,,6686,Oakland,CA,2019,Polygon,0.839574734,0.521248519,1,0.369029443
1,6,427600,6001427600,C,C35,17,17,36084,,,6688,Oakland,CA,2019,Polygon,0.251997496,0.4755757,1,0.532532273
1,6,404102,6001404102,B,B16,17,17,36084,,,6700,Oakland,CA,2019,Polygon,0.074238256,0.170657575,1,0.142560321
1,6,404400,6001404400,B,B13,17,17,36084,,,6686,Oakland,CA,2019,MultiPolygon,0.839574734,0.436970934,1,0.230367182
1,6,404300,6001404300,B,B11,17,17,36084,,,6687,Oakland,CA,2019,Polygon,0.340142127,0.6378126,1,0.302735706
1,6,404200,6001404200,B,B11,17,17,36084,,,6687,Oakland,CA,2019,Polygon,0.340142127,0.013753594,1,0.004440045
1,6,400200,6001400200,B,B11,17,17,36084,,,6687,Oakland,CA,2019,Polygon,0.340142127,0.34394132,1,0.509156162
1,6,400400,6001400400,B,B11,17,17,36084,,,6687,Oakland,CA,2019,Polygon,0.340142127,0.001368782,1,0.001713617
1,6,428700,6001428700,C,C35,17,17,36084,,,6688,Oakland,CA,2019,Polygon,0.251997496,0.119098202,1,0.006358543
1,6,403900,6001403900,B,B16,17,17,36084,,,6700,Oakland,CA,2019,Polygon,0.074238256,0.329992523,1,0.128097556
1,6,404501,6001404501,A,A6,17,17,36084,,,6689,Oakland,CA,2019,Polygon,0.439684346,0.947889283,1,0.969245853
1,6,404200,6001404200,A,A6,17,17,36084,,,6689,Oakland,CA,2019,MultiPolygon,0.439684346,0.020105785,1,0.008390209
1,6,426100,6001426100,A,A6,17,17,36084,,,6689,Oakland,CA,2019,MultiPolygon,0.439684346,0.003592259,1,0.00136763
1,6,404502,6001404502,A,A6,17,17,36084,,,6689,Oakland,CA,2019,Polygon,0.439684346,0.026510682,1,0.009829212
1,6,408600,6001408600,C,C30,17,17,36084,,,6738,Oakland,CA,2019,Polygon,0.603061365,0.051429768,1,0.07570724
1,6,403900,6001403900,B,B17,17,17,36084,,,6698,Oakland,CA,2019,Polygon,0.225012084,0.461009001,1,0.542405685
1,6,408000,6001408000,A,A,17,17,36084,,,6690,Oakland,CA,2019,Polygon,2.691419229,0.12248234,0,0.444323852
1,6,430102,6001430102,A,A,17,17,36084,,,6690,Oakland,CA,2019,Polygon,2.691419229,0.000455525,0,3.95E-05
1,6,404501,6001404501,A,A,17,17,36084,,,6690,Oakland,CA,2019,MultiPolygon,2.691419229,0.002466237,0,0.015436593
1,6,426200,6001426200,A,A7,17,17,36084,,,6692,Oakland,CA,2019,MultiPolygon,0.596799043,0.126514837,1,0.144449527
1,6,404000,6001404000,B,B17,17,17,36084,,,6698,Oakland,CA,2019,MultiPolygon,0.225012084,0.091273743,1,0.143317265
1,6,404600,6001404600,A,A,17,17,36084,,,6690,Oakland,CA,2019,Polygon,2.691419229,0.481302237,0,0.686450557
1,6,404000,6001404000,B,B16,17,17,36084,,,6700,Oakland,CA,2019,Polygon,0.074238256,0.478935679,1,0.248114279
1,6,404502,6001404502,A,A,17,17,36084,,,6690,Oakland,CA,2019,Polygon,2.691419229,0.273568617,0,0.620875393
1,6,404400,6001404400,A,A,17,17,36084,,,6690,Oakland,CA,2019,MultiPolygon,2.691419229,0.000278017,0,0.000469853
1,6,406700,6001406700,A,A,17,17,36084,,,6690,Oakland,CA,2019,Polygon,2.691419229,0.00116993,0,0.004843614
1,6,404700,6001404700,A,A11,17,17,36084,,,6691,Oakland,CA,2019,Polygon,0.118319506,1,1,0.254109976
1,6,404501,6001404501,A,A7,17,17,36084,,,6692,Oakland,CA,2019,MultiPolygon,0.596799043,0.000578553,1,0.000802984
1,6,404200,6001404200,A,A7,17,17,36084,,,6692,Oakland,CA,2019,Polygon,0.596799043,3.57E-05,1,2.02E-05
1,6,406800,6001406800,B,B30,17,17,36084,,,6693,Oakland,CA,2019,MultiPolygon,0.090340381,0.404255806,1,0.103655225
1,6,408000,6001408000,B,B29,17,17,36084,,,6694,Oakland,CA,2019,Polygon,0.254710952,0.092350463,1,0.031705273
1,6,406800,6001406800,B,B29,17,17,36084,,,6694,Oakland,CA,2019,MultiPolygon,0.254710952,0.254493703,1,0.183982991
1,6,426200,6001426200,B,B15,17,17,36084,,,6697,Oakland,CA,2019,Polygon,0.362587114,0.709631347,1,0.492256775
1,6,403800,6001403800,B,B17,17,17,36084,,,6698,Oakland,CA,2019,Polygon,0.225012084,0.235177297,1,0.20880491
1,6,426200,6001426200,B,B17,17,17,36084,,,6698,Oakland,CA,2019,MultiPolygon,0.225012084,0.029746106,1,0.012805086
1,6,406700,6001406700,B,B29,17,17,36084,,,6694,Oakland,CA,2019,Polygon,0.254710952,0.653155813,1,0.255913265
1,6,404800,6001404800,B,B22,17,17,36084,,,6696,Oakland,CA,2019,Polygon,0.145429077,0.489253708,1,0.293253638
1,6,404700,6001404700,B,B22,17,17,36084,,,6696,Oakland,CA,2019,Polygon,0.145429077,0.503099759,1,0.157134203
1,6,426100,6001426100,B,B15,17,17,36084,,,6697,Oakland,CA,2019,MultiPolygon,0.362587114,0.290368627,1,0.091163722
1,6,403800,6001403800,B,B19,17,17,36084,,,6699,Oakland,CA,2019,Polygon,0.297665099,0.533408139,1,0.626508583
1,6,426100,6001426100,B,B19,17,17,36084,,,6699,Oakland,CA,2019,Polygon,0.297665099,0.024207011,1,0.006239202
1,6,405100,6001405100,B,B19,17,17,36084,,,6699,Oakland,CA,2019,Polygon,0.297665099,0.441608656,1,0.268990146
1,6,426200,6001426200,B,B19,17,17,36084,,,6699,Oakland,CA,2019,Polygon,0.297665099,0.000776215,1,0.000442035
1,6,404200,6001404200,B,B14,17,17,36084,,,6701,Oakland,CA,2019,MultiPolygon,0.253936109,0.172495562,1,0.041573167
1,6,403900,6001403900,B,B14,17,17,36084,,,6701,Oakland,CA,2019,MultiPolygon,0.253936109,0.002444394,1,0.003245672
1,6,426100,6001426100,B,B14,17,17,36084,,,6701,Oakland,CA,2019,Polygon,0.253936109,0.162220185,1,0.035668869
1,6,404000,6001404000,B,B14,17,17,36084,,,6701,Oakland,CA,2019,Polygon,0.253936109,0.000779307,1,0.001380955
1,6,404101,6001404101,B,B14,17,17,36084,,,6701,Oakland,CA,2019,MultiPolygon,0.253936109,0.009056543,1,0.01038318
1,6,426200,6001426200,B,B14,17,17,36084,,,6701,Oakland,CA,2019,Polygon,0.253936109,0.652708627,1,0.317095705
1,6,404501,6001404501,A,A8,17,17,36084,,,6702,Oakland,CA,2019,MultiPolygon,0.463431588,0.012935727,1,0.013941574
1,6,404900,6001404900,A,A8,17,17,36084,,,6702,Oakland,CA,2019,Polygon,0.463431588,0.000806867,1,0.00095711
1,6,426100,6001426100,A,A8,17,17,36084,,,6702,Oakland,CA,2019,Polygon,0.463431588,0.982613132,1,0.394301281
1,6,404800,6001404800,C,C21,17,17,36084,,,6703,Oakland,CA,2019,Polygon,0.345931288,0.196072468,1,0.279553217
1,6,404700,6001404700,C,C21,17,17,36084,,,6703,Oakland,CA,2019,Polygon,0.345931288,0.004560288,1,0.003388032
1,6,406700,6001406700,C,C21,17,17,36084,,,6703,Oakland,CA,2019,Polygon,0.345931288,0.799367248,1,0.425367766
1,6,403600,6001403600,B,B18,17,17,36084,,,6704,Oakland,CA,2019,Polygon,0.167192079,0.725006746,1,0.804787853
1,6,405200,6001405200,B,B20,17,17,36084,,,6705,Oakland,CA,2019,Polygon,0.136569375,0.988511604,1,0.409335516
1,6,406400,6001406400,B,B24,17,17,36084,,,6706,Oakland,CA,2019,Polygon,0.071717284,0.828854559,1,0.272280231
1,6,405700,6001405700,B,B24,17,17,36084,,,6706,Oakland,CA,2019,Polygon,0.071717284,0.055401432,1,0.018817756
1,6,404900,6001404900,B,B24,17,17,36084,,,6706,Oakland,CA,2019,Polygon,0.071717284,0.115744058,1,0.021246946
1,6,406602,6001406602,B,B27,17,17,36084,,,6707,Oakland,CA,2019,Polygon,0.089483761,0.300592624,1,0.167982384
1,6,406601,6001406601,B,B27,17,17,36084,,,6707,Oakland,CA,2019,Polygon,0.089483761,0.679522328,1,0.210561563
1,6,406700,6001406700,B,B28,17,17,36084,,,6708,Oakland,CA,2019,Polygon,0.064363075,0.762079498,1,0.075451077
1,6,405200,6001405200,A,A10,17,17,36084,,,6710,Oakland,CA,2019,Polygon,0.067944941,0.844625839,1,0.17400664
1,6,405500,6001405500,C,C18,17,17,36084,,,6717,Oakland,CA,2019,Polygon,0.28696851,0.247703905,1,0.447159551
1,6,405000,6001405000,B,B21,17,17,36084,,,6709,Oakland,CA,2019,Polygon,0.274396067,0.422030293,1,0.369747337
1,6,405100,6001405100,B,B21,17,17,36084,,,6709,Oakland,CA,2019,Polygon,0.274396067,0.522367357,1,0.293308594
1,6,405000,6001405000,A,A10,17,17,36084,,,6710,Oakland,CA,2019,Polygon,0.067944941,0.155374146,1,0.033706948
1,6,406400,6001406400,D,D12,17,17,36084,,,6714,Oakland,CA,2019,Polygon,0.023048687,1,1,0.105574768
1,6,405200,6001405200,C,C17,17,17,36084,,,6711,Oakland,CA,2019,MultiPolygon,0.17999977,0.174849787,1,0.095429224
1,6,405500,6001405500,C,C17,17,17,36084,,,6711,Oakland,CA,2019,Polygon,0.17999977,0.092174493,1,0.104370586
1,6,405600,6001405600,C,C17,17,17,36084,,,6711,Oakland,CA,2019,Polygon,0.17999977,0.23553971,1,0.256098537
1,6,405401,6001405401,C,C17,17,17,36084,,,6711,Oakland,CA,2019,Polygon,0.17999977,0.049021576,1,0.072798661
1,6,405301,6001405301,C,C17,17,17,36084,,,6711,Oakland,CA,2019,Polygon,0.17999977,0.293008224,1,0.599770653
1,6,405200,6001405200,C,C15,17,17,36084,,,6712,Oakland,CA,2019,Polygon,0.274434295,0.241420675,1,0.200889472
1,6,403702,6001403702,C,C15,17,17,36084,,,6712,Oakland,CA,2019,MultiPolygon,0.274434295,0.232032008,1,0.821282428
1,6,406400,6001406400,B,B25,17,17,36084,,,6716,Oakland,CA,2019,Polygon,0.046040154,0.667922556,1,0.140856479
1,6,403701,6001403701,C,C15,17,17,36084,,,6712,Oakland,CA,2019,Polygon,0.274434295,0.211888922,1,0.865826782
1,6,403600,6001403600,C,C15,17,17,36084,,,6712,Oakland,CA,2019,MultiPolygon,0.274434295,0.057998359,1,0.105676338
1,6,403400,6001403400,C,C15,17,17,36084,,,6712,Oakland,CA,2019,MultiPolygon,0.274434295,0.053282038,1,0.029993265
1,6,405301,6001405301,C,C15,17,17,36084,,,6712,Oakland,CA,2019,Polygon,0.274434295,0.127670657,1,0.398439995
1,6,426100,6001426100,A,A9,17,17,36084,,,6713,Oakland,CA,2019,Polygon,0.229020093,0.065891052,1,0.013066522
1,6,405000,6001405000,B,B23,17,17,36084,,,6715,Oakland,CA,2019,Polygon,0.626622865,0.237475175,1,0.47512513
1,6,404800,6001404800,B,B23,17,17,36084,,,6715,Oakland,CA,2019,MultiPolygon,0.626622865,0.026967171,1,0.069646559
1,6,406400,6001406400,B,B23,17,17,36084,,,6715,Oakland,CA,2019,Polygon,0.626622865,0.051496428,1,0.147807779
1,6,405700,6001405700,B,B23,17,17,36084,,,6715,Oakland,CA,2019,MultiPolygon,0.626622865,0.033177608,1,0.098463285
1,6,405600,6001405600,B,B23,17,17,36084,,,6715,Oakland,CA,2019,Polygon,0.626622865,0.051981011,1,0.196753277
1,6,404900,6001404900,B,B23,17,17,36084,,,6715,Oakland,CA,2019,Polygon,0.626622865,0.596088522,1,0.956072816
1,6,405402,6001405402,C,C18,17,17,36084,,,6717,Oakland,CA,2019,Polygon,0.28696851,0.30699232,1,0.799567722
1,6,405401,6001405401,C,C18,17,17,36084,,,6717,Oakland,CA,2019,Polygon,0.28696851,0.327379609,1,0.775086261
1,6,405302,6001405302,C,C18,17,17,36084,,,6717,Oakland,CA,2019,Polygon,0.28696851,0.117402834,1,0.43123431
1,6,405800,6001405800,C,C19,17,17,36084,,,6718,Oakland,CA,2019,MultiPolygon,0.801882008,0.174437693,1,0.697975107
1,6,406300,6001406300,C,C19,17,17,36084,,,6718,Oakland,CA,2019,Polygon,0.801882008,0.182030827,1,0.778299678
1,6,405902,6001405902,C,C19,17,17,36084,,,6718,Oakland,CA,2019,Polygon,0.801882008,0.09046466,1,0.385577096
1,6,406202,6001406202,C,C19,17,17,36084,,,6718,Oakland,CA,2019,MultiPolygon,0.801882008,0.015880788,1,0.084099975
1,6,406400,6001406400,C,C19,17,17,36084,,,6718,Oakland,CA,2019,Polygon,0.801882008,0.072858541,1,0.26761157
1,6,406201,6001406201,D,D10,17,17,36084,,,6719,Oakland,CA,2019,Polygon,0.357904639,0.115048598,1,0.261341624
1,6,405700,6001405700,C,C19,17,17,36084,,,6718,Oakland,CA,2019,Polygon,0.801882008,0.20048599,1,0.761408125
1,6,405600,6001405600,C,C19,17,17,36084,,,6718,Oakland,CA,2019,Polygon,0.801882008,0.106327933,1,0.515025643
1,6,406201,6001406201,C,C19,17,17,36084,,,6718,Oakland,CA,2019,Polygon,0.801882008,0.062736152,1,0.319292175
1,6,405402,6001405402,C,C19,17,17,36084,,,6718,Oakland,CA,2019,Polygon,0.801882008,0.000211006,1,0.00153567
1,6,405800,6001405800,D,D10,17,17,36084,,,6719,Oakland,CA,2019,Polygon,0.357904639,0.169099374,1,0.301994099
1,6,406300,6001406300,D,D10,17,17,36084,,,6719,Oakland,CA,2019,Polygon,0.357904639,0.036891619,1,0.070402241
1,6,405902,6001405902,D,D10,17,17,36084,,,6719,Oakland,CA,2019,Polygon,0.357904639,0.222580233,1,0.423424245
1,6,406400,6001406400,D,D10,17,17,36084,,,6719,Oakland,CA,2019,Polygon,0.357904639,0.000702585,1,0.001151809
1,6,405700,6001405700,D,D10,17,17,36084,,,6719,Oakland,CA,2019,MultiPolygon,0.357904639,0.001161785,1,0.001969319
1,6,405901,6001405901,D,D10,17,17,36084,,,6719,Oakland,CA,2019,Polygon,0.357904639,0.454515697,1,0.930928698
1,6,406201,6001406201,C,C20,17,17,36084,,,6720,Oakland,CA,2019,Polygon,0.218236835,0.177450312,1,0.245790306
1,6,407200,6001407200,C,C20,17,17,36084,,,6720,Oakland,CA,2019,Polygon,0.218236835,0.355743524,1,0.281199592
1,6,406500,6001406500,C,C20,17,17,36084,,,6720,Oakland,CA,2019,Polygon,0.218236835,0.003991301,1,0.003027999
1,6,407101,6001407101,D,D13,17,17,36084,,,6721,Oakland,CA,2019,Polygon,0.030368917,1,1,0.212101883
1,6,404800,6001404800,C,C22,17,17,36084,,,6722,Oakland,CA,2019,MultiPolygon,0.546618073,0.000101217,1,0.000228033
1,6,407101,6001407101,C,C22,17,17,36084,,,6722,Oakland,CA,2019,Polygon,0.546618073,0.016458525,1,0.062833335
1,6,406602,6001406602,C,C22,17,17,36084,,,6722,Oakland,CA,2019,Polygon,0.546618073,0.222263687,1,0.758741245
1,6,406601,6001406601,C,C22,17,17,36084,,,6722,Oakland,CA,2019,Polygon,0.546618073,0.319921126,1,0.605561203
1,6,407200,6001407200,C,C22,17,17,36084,,,6722,Oakland,CA,2019,Polygon,0.546618073,0.000881836,1,0.001745908
1,6,406700,6001406700,C,C22,17,17,36084,,,6722,Oakland,CA,2019,Polygon,0.546618073,0.001176954,1,0.000989628
1,6,407800,6001407800,B,B32,17,17,36084,,,6730,Oakland,CA,2019,Polygon,0.166160164,0.055542294,1,0.019361189
1,6,406500,6001406500,C,C22,17,17,36084,,,6722,Oakland,CA,2019,Polygon,0.546618073,0.439196657,1,0.834557241
1,6,408100,6001408100,C,C25,17,17,36084,,,6723,Oakland,CA,2019,Polygon,1.266125372,0.365764029,1,0.136637118
1,6,406900,6001406900,C,C25,17,17,36084,,,6723,Oakland,CA,2019,MultiPolygon,1.266125372,0.147477241,1,0.554002235
1,6,407900,6001407900,C,C25,17,17,36084,,,6723,Oakland,CA,2019,Polygon,1.266125372,0.323920466,1,0.966190258
1,6,407400,6001407400,D,D14,17,17,36084,,,6748,Oakland,CA,2019,Polygon,0.121258339,0.001727431,1,0.001060655
1,6,407600,6001407600,C,C23,17,17,36084,,,6724,Oakland,CA,2019,Polygon,0.733515916,0.347373819,1,0.645287382
1,6,407000,6001407000,C,C23,17,17,36084,,,6724,Oakland,CA,2019,Polygon,0.733515916,0.085385538,1,0.188098819
1,6,432100,6001432100,C,C32,17,17,36084,,,6735,Oakland,CA,2019,Polygon,0.244634246,0.942132223,1,0.554087268
